Province;Occitanie;Languedoc-Roussillon;Montpellier;Aude;11242;11242;11242;C11242;MONTCLAR;MONTCLAR;Montclar;;SO;CR11242;Montclar;;;ZE7608;11;D011;Aude (11);11 - Aude;Q3207;1503y;11;A11;;htwz8;76;R76;Q18678265;zr89s;91;R91;FD111;FR11;FE1;SO;SO;092;AU092;AU092;Carcassonne;200035715;CA Carcassonne Agglo;CR11242;Montclar;;;43.137159753, 2.24264621;;;;;;
Province;Occitanie;Languedoc-Roussillon;Montpellier;Aude;11248;11248;11248;C11248;MONTIRAT;MONTIRAT;Montirat;;SO;CR11248;Montirat;;;ZE7608;11;D011;Aude (11);11 - Aude;Q3207;1503y;11;A11;;htwz8;76;R76;Q18678265;zr89s;91;R91;FD111;FR11;FE1;SO;SO;092;AU092;AU092;Carcassonne;200035715;CA Carcassonne Agglo;CR11248;Montirat;;;43.168754338, 2.431500769;;;;;;
Province;Occitanie;Languedoc-Roussillon;Montpellier;Aude;11280;11280;11280;C11280;PEPIEUX;PEPIEUX;Pépieux;;SO;CR11280;Pépieux;;;ZE7608;11;D011;Aude (11);11 - Aude;Q3207;1503y;11;A11;;htwz8;76;R76;Q18678265;zr89s;91;R91;FD111;FR11;FE1;SO;SO;;AU000;C11280;Pépieux;200035715;CA Carcassonne Agglo;CR11280;Pépieux;;;43.297450655, 2.68703;;;;;;
Province;Occitanie;Languedoc-Roussillon;Montpellier;Aude;11281;11281;11281;C11281;PEXIORA;PEXIORA;Pexiora;;SO;CR11281;Pexiora;;;ZE7608;11;D011;Aude (11);11 - Aude;Q3207;1503y;11;A11;;htwz8;76;R76;Q18678265;zr89s;91;R91;FD111;FR11;FE1;SO;SO;248;AU248;AU248;Castelnaudary;200035707;CC Piège Lauragais Malepère;CR11281;Pexiora;;;43.268716591, 2.039357601;;;;;;
Province;Occitanie;Languedoc-Roussillon;Montpellier;Aude;11284;11284;11284;C11284;PEYRENS;PEYRENS;Peyrens;;SO;CR11284;Peyrens;;;ZE7608;11;D011;Aude (11);11 - Aude;Q3207;1503y;11;A11;;htwz8;76;R76;Q18678265;zr89s;91;R91;FD111;FR11;FE1;SO;SO;248;AU248;AU248;Castelnaudary;200035855;CC Castelnaudary Lauragais Audois;CR11284;Peyrens;;;43.361591838, 1.960996798;;;;;;
Province;Occitanie;Languedoc-Roussillon;Montpellier;Aude;11367;11367;11367;C11367;SAISSAC;SAISSAC;Saissac;;SO;CR11367;Saissac;;;ZE7608;11;D011;Aude (11);11 - Aude;Q3207;1503y;11;A11;;htwz8;76;R76;Q18678265;zr89s;91;R91;FD111;FR11;FE1;SO;SO;;AU998;C11367;Saissac;200042463;CC de la Montagne Noire;CR11367;Saissac;;;43.366391229, 2.161526681;;;;;;
Province;Occitanie;Languedoc-Roussillon;Montpellier;Aude;11380;11380;11380;C11380;SONNAC SUR L HERS;SONNAC SUR L HERS;Sonnac-sur-l'Hers;;SO;CR11380;Sonnac-sur-l'Hers;;;ZE7612;11;D011;Aude (11);11 - Aude;Q3207;1503y;11;A11;;htwz8;76;R76;Q18678265;zr89s;91;R91;FD111;FR11;FE1;SO;SO;;AU000;C11380;Sonnac-sur-l'Hers;200043776;CC Pyrénées Audoises;CR11380;Sonnac-sur-l'Hers;;;43.016014121, 2.002331876;;;;;;
Province;Occitanie;Languedoc-Roussillon;Montpellier;Aude;11387;11387;11387;C11387;TAURIZE;TAURIZE;Taurize;;SO;CR11387;Taurize;;;ZE7608;11;D011;Aude (11);11 - Aude;Q3207;1503y;11;A11;;htwz8;76;R76;Q18678265;zr89s;91;R91;FD111;FR11;FE1;SO;SO;;AU000;C11387;Taurize;200035715;CA Carcassonne Agglo;CR11387;Taurize;;;43.064923976, 2.505793807;;;;;;
Province;Normandie;Basse-Normandie;Normandie;Calvados;14179;14179;14179;C14179;CORDEBUGLE;CORDEBUGLE;Cordebugle;;SO;CR14179;Cordebugle;;;ZE2814;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;160;AU160;AU160;Lisieux;200069532;CA Lisieux Normandie;CR14179;Cordebugle;;;49.113043864, 0.380023757;;;;;;
Province;Normandie;Basse-Normandie;Normandie;Calvados;14205;14205;14205;C14205;CRISTOT;CRISTOT;Cristot;;SO;CR14205;Cristot;;;ZE2804;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;022;AU022;AU022;Caen;200069516;CC Seulles Terre et Mer;CR14205;Cristot;;;49.194234672, -0.57149964;;;;;;
Province;Normandie;Basse-Normandie;Normandie;Calvados;14210;14210;14210;C14210;CROUPTE;CROUPTE;La Croupte;;SO;SO;La Croupte;;;SO;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;SO;SO;SO;SO;SO;SO;SO;La Croupte;;;49.024522698, 0.278694565;;2016-01-01;;;14371;2016-01-01
Province;Normandie;Basse-Normandie;Normandie;Calvados;14296;14296;14296;C14296;GAST;GAST;Le Gast;;SO;SO;Le Gast;;;SO;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;SO;SO;SO;SO;SO;SO;SO;Le Gast;;;48.792353339, -1.061394199;;2017-01-01;;;14658;2017-01-01
Province;Normandie;Basse-Normandie;Normandie;Calvados;14329;14329;14329;C14329;HEULAND;HEULAND;Heuland;;SO;CR14329;Heuland;;;ZE2811;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;173;AU173;AU173;Dives-sur-Mer;200065563;CC Normandie-Cabourg-Pays d'Auge;CR14329;Heuland;;;49.264430595, -0.001538766;;;;;;
Province;Normandie;Basse-Normandie;Normandie;Calvados;14451;14451;14451;C14451;MORIERES;MORIERES;Morières;;SO;SO;Morières;;;SO;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;SO;SO;SO;SO;SO;SO;SO;Morières;;;;;1965-02-26;;;14735;1965-02-26
